id,Sentence,Sentiment,Cleaned_Sentence,Sentiment_Label
4423,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,neutral,the hack had been extra nefarious because the tweets activated without being clicked on it was enough for web surfers to move their mouse cursors over them,2
835,The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,negative,the current reference grade instruments are challenging to due to their and complexity for routine use,0
3216,@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,positive,technik i still have a smaller gild pos being very tender with cash due to volatility so reluctant to keep many big positions,1
2717,"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",neutral,tulikivi manufactures heatretaining soapstone and ceramic fireplaces as well as natural stone and utility ceramics,2
2842,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,negative,srv lowered its for the whole of due to uncertainties in housing,0
5321,And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,neutral,and that exactly what happened on a recent weekday when an east haven baker was brought in to remind residents about the easter tradition of making wheat and rice pies,2
4630,"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",positive,reuse back into pet bottles has also steadily and the rate of use in strapping tape has picked up again after a dip in petcore previously,1
5311,"Homebuilders - $RYL breaking below support, watch this one.  $SPY",negative,homebuilders ryl breaking below support watch this one spy,0
3475,`` Those uncertainties cloud the long-term outlook . '',negative,those uncertainties cloud the longterm outlook,0
3746,Currently more than 100 of Global Fortune 500 companies are using SSH security solutions .,neutral,currently more than 100 of global fortune 500 are using ssh security,2
2962,"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China .",positive,metso paper has won an to supply an uncoated fine paper machine to mcc paper yinhe in china,1
2882,Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,positive,merrill lynch analyst campbell morgan upgraded his recommendation on paperlinx from neutral to in may,1
1866,Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,negative,border guard has banned the mooring of the carshipping ferry on its test travel at the railroadcar terminal of the russian port as the border checkpoint is not yet ready,0
1489,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",negative,adp news feb 12 lemminkainen lem1s its to 635 usd 811 for from 806 for,0
632,"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",neutral,however the saw its for the third down to 14 from 15 for the of,2
4506,AstraZeneca's patent on asthma drug invalidated by US court,negative,astrazenecas patent on asthma drug invalidated by us court,0
2039,"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .",neutral,salcomp charger manufacturing in india is located in the telecom park in the state of tamil nadu in the eastern part of india,2
2928,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",negative,in julyseptember konecranes to 3687 from 5204 in julyseptember,0
2059,Residents access to the block is planned to be from Aleksandri Street .,neutral,residents access to the block is to be from aleksandri street,2
2689,$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now,positive,aapl httpstksco1ldx clearing this descending trend line now,1
899,"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",positive,was 98 to a of 127 in the in,1
1158,"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .",negative,the liquidity providing was interrupted on may 11 when aspocomp traded below 050 cent aspocomp exchange release 1152007,0
3496,#NDX component Tesla has announced it is recalling 2700 Model X SUVs. $TSLA,negative,ndx component tesla has announced it is recalling 2700 model x suvs tsla,0
3257,"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",negative,in the reporting eps stood at eur0 07 versus eur0 11,0
3126,"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .",positive,the shopping center to be opened in st petersburg russia in november will turn the cash flow of department store chain stockmann russian positive for the first time in 2011,1
2313,$ATHN Seems like a good short setup. Stop above the 50 day. No position.,negative,athn seems like a good short setup stop above the 50 day no position,0
514,"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",positive,rt dasan tmtanalyst since aapl mastered their supply chain in cornering nand apple mastered everyones supply chain,1
2781,"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",negative,before taxes to nearly 145 to nearly 20mn in the previous accounting,0
2213,The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,neutral,the cvs of the proposed members are available for viewing from 12 march onwards on the internet at wwwsampocomir,2
3464,"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",positive,the transaction doubles tecnomens workforse and adds a fourth to their,1
5480,Meggitt share price tumbles as profit falls in 'challenging year',negative,meggitt tumbles as in challenging,0
5353,"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",negative,slv pos been it for 2 going forget about it or go short,0
5687,"Following the move , Stora Enso holding in NewPage will remain unchanged .",neutral,following the move stora enso holding in newpage will remain unchanged,2
2824,UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,positive,upmkymmene is one of the world leading printing paper producers with in 15 countries and a network covering more than 170,1
3942,Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,positive,pretax jumped to 219 from 31,1
3883,The estimated synergy benefits are at least EUR7m annually .,positive,the synergy benefits are at least eur7 annually,1
347,Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,neutral,looks like its booking a one way ticket to its 40 week ma near 50 losing week here lulu httpchartly7xb9h9b,2
350,Full-year operating result for 2008 was 3.6 million negative .,negative,fullyear for was 36 negative,0
3486,"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",negative,lassila tikanoja excluding nonrecurring and imputed items for the was eur11 down from eur13 8 a ago,0
